,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,label
2236,1,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,a
2237,1,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,a
2238,1,0.655,0.52,0.19,1.4545,0.6,0.3865,0.38299999999999995,a
2239,2,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,a
2240,1,0.66,0.495,0.21,1.548,0.7240000000000001,0.3525,0.3925,a
2241,1,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,a
2242,1,0.665,0.53,0.18,1.4909999999999999,0.6345,0.342,0.435,a
2243,1,0.67,0.53,0.225,1.5615,0.63,0.48700000000000004,0.3725,a
2244,1,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,a
2245,2,0.685,0.545,0.205,1.7925,0.8145,0.41600000000000004,0.461,a
2246,1,0.695,0.565,0.19,1.7635,0.7465,0.39899999999999997,0.4975,a
2247,2,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,a
2248,2,0.705,0.555,0.215,2.141,1.0465,0.38299999999999995,0.528,a
2249,1,0.71,0.55,0.17,1.614,0.743,0.345,0.45,a
2250,1,0.725,0.6,0.2,1.7369999999999999,0.6970000000000001,0.3585,0.595,a
2251,1,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,a
2252,1,0.745,0.57,0.215,2.25,1.1565,0.446,0.5579999999999999,a
2253,3,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605,a
2254,3,0.375,0.28,0.085,0.3155,0.187,0.046,0.067,a
2255,3,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,a
2256,3,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,a
2257,3,0.405,0.29,0.09,0.2825,0.11199999999999999,0.075,0.0815,a
2258,2,0.415,0.315,0.115,0.3895,0.2015,0.065,0.10300000000000001,a
2259,2,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,a
2260,3,0.44,0.365,0.11,0.4465,0.213,0.08900000000000001,0.1135,a
2261,3,0.455,0.335,0.135,0.501,0.27399999999999997,0.0995,0.1065,a
2262,3,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,a
2263,3,0.47,0.345,0.14,0.4615,0.22899999999999998,0.1105,0.11599999999999999,a
2264,2,0.475,0.37,0.125,0.649,0.34700000000000003,0.136,0.142,a
2265,3,0.475,0.365,0.115,0.45899999999999996,0.2175,0.09300000000000001,0.1165,a
2266,1,0.475,0.365,0.115,0.5660000000000001,0.281,0.11699999999999999,0.1335,a
2267,3,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,a
2268,2,0.485,0.39,0.085,0.6435,0.2945,0.10300000000000001,0.198,a
2269,1,0.495,0.38,0.12,0.573,0.2655,0.1285,0.14400000000000002,a
2270,2,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,a
2271,1,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,a
2272,3,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,a
2273,2,0.515,0.425,0.145,0.9365,0.49700000000000005,0.18100000000000002,0.2185,a
2274,3,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,a
2275,2,0.52,0.4,0.125,0.5589999999999999,0.254,0.139,0.149,a
2276,2,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,a
2277,3,0.53,0.43,0.13,0.7045,0.34600000000000003,0.1415,0.18899999999999997,a
2278,2,0.53,0.4,0.125,0.7575,0.39799999999999996,0.151,0.175,a
2279,1,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,a
2280,1,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,a
2281,2,0.55,0.425,0.16,0.7929999999999999,0.34299999999999997,0.2035,0.215,a
2282,1,0.56,0.43,0.15,0.8745,0.45299999999999996,0.161,0.22,a
2283,1,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,a
2284,2,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,a
2285,2,0.575,0.465,0.15,1.08,0.595,0.2065,0.23800000000000002,a
2286,2,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,a
2287,1,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,a
2288,1,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,a
2289,2,0.585,0.455,0.15,0.9059999999999999,0.4095,0.23,0.2335,a
2290,2,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,a
2291,1,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,a
2292,1,0.59,0.46,0.145,0.9905,0.45299999999999996,0.2205,0.275,a
2293,1,0.595,0.455,0.16,1.04,0.452,0.2655,0.28800000000000003,a
2294,2,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,a
2295,2,0.6,0.465,0.2,1.2590000000000001,0.6405,0.1985,0.35700000000000004,a
2296,1,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,a
2297,1,0.605,0.485,0.16,1.2009999999999998,0.41700000000000004,0.2875,0.38,a
2298,1,0.605,0.515,0.17,1.2890000000000001,0.6,0.2945,0.3315,a
2299,1,0.61,0.485,0.17,1.1005,0.5125,0.22899999999999998,0.305,a
2300,3,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,a
2301,2,0.62,0.485,0.155,1.0490000000000002,0.462,0.231,0.25,a
2302,1,0.62,0.435,0.155,1.012,0.47700000000000004,0.23600000000000002,0.275,a
2303,2,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,a
2304,2,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,a
2305,2,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,a
2306,2,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,a
2307,1,0.63,0.5,0.175,1.1105,0.467,0.268,0.32899999999999996,a
2308,2,0.63,0.455,0.15,1.1315,0.48100000000000004,0.2745,0.305,a
2309,2,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,a
2310,1,0.63,0.49,0.225,1.3359999999999999,0.6805,0.259,0.3245,a
2311,1,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,a
2312,2,0.635,0.51,0.185,1.308,0.544,0.318,0.377,a
2313,1,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,a
2314,1,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,a
2315,2,0.645,0.51,0.155,1.5390000000000001,0.6405,0.3585,0.43,a
2316,1,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,a
2317,1,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,a
2318,2,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,a
2319,1,0.65,0.5,0.16,1.3825,0.7020000000000001,0.304,0.3195,a
2320,2,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,a
2321,1,0.655,0.54,0.215,1.5555,0.695,0.29600000000000004,0.444,a
2322,2,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,a
2323,2,0.66,0.505,0.165,1.374,0.589,0.35100000000000003,0.345,a
2324,1,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,a
2325,2,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,a
2326,2,0.67,0.51,0.175,1.5265,0.6509999999999999,0.4475,0.345,a
2327,2,0.67,0.5,0.19,1.5190000000000001,0.616,0.38799999999999996,0.415,a
2328,2,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,a
2329,1,0.7,0.55,0.17,1.6840000000000002,0.7535,0.3265,0.32,a
2330,2,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,a
2331,2,0.705,0.56,0.165,1.675,0.797,0.4095,0.38799999999999996,a
2332,2,0.74,0.57,0.18,1.8725,0.9115,0.42700000000000005,0.446,a
2333,2,0.75,0.55,0.18,1.893,0.9420000000000001,0.397,0.445,a
2334,3,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.057999999999999996,a
2335,3,0.36,0.27,0.095,0.2,0.073,0.055999999999999994,0.061,a
2336,3,0.36,0.275,0.075,0.2205,0.0985,0.044000000000000004,0.066,a
2337,3,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,a
2338,3,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,a
2339,3,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,a
2340,3,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,a
2341,3,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,a
2342,3,0.385,0.28,0.095,0.257,0.11900000000000001,0.059000000000000004,0.07,a
2343,3,0.385,0.3,0.09,0.308,0.1525,0.055999999999999994,0.0835,a
2344,3,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,a
2345,3,0.39,0.285,0.1,0.281,0.1275,0.062,0.077,a
2346,3,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,a
2347,3,0.41,0.3,0.09,0.304,0.129,0.071,0.0955,a
2348,3,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,a
2349,3,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,a
2350,3,0.425,0.325,0.11,0.317,0.135,0.048,0.09,a
2351,3,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,a
2352,3,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,a
2353,3,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,a
2354,3,0.45,0.335,0.11,0.4195,0.18100000000000002,0.085,0.1345,a
2355,3,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,a
2356,3,0.46,0.35,0.11,0.4,0.17600000000000002,0.083,0.1205,a
2357,3,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,a
2358,3,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,a
2359,3,0.465,0.345,0.11,0.39299999999999996,0.1825,0.0735,0.12,a
2360,3,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,a
2361,3,0.475,0.36,0.145,0.6325,0.2825,0.13699999999999998,0.19,a
2362,2,0.475,0.36,0.1,0.4285,0.1965,0.099,0.11199999999999999,a
2363,3,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,a
2364,3,0.48,0.37,0.125,0.474,0.179,0.1035,0.175,a
2365,3,0.48,0.37,0.12,0.536,0.251,0.114,0.15,a
2366,2,0.48,0.355,0.16,0.46399999999999997,0.221,0.106,0.239,a
2367,3,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,a
2368,3,0.49,0.375,0.115,0.4615,0.204,0.0945,0.14300000000000002,a
2369,3,0.49,0.4,0.135,0.624,0.3035,0.1285,0.16899999999999998,a
2370,3,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,a
2371,3,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,a
2372,3,0.5,0.4,0.12,0.616,0.261,0.14300000000000002,0.1935,a
2373,3,0.5,0.39,0.12,0.5955,0.2455,0.147,0.17300000000000001,a
2374,3,0.5,0.375,0.14,0.5589999999999999,0.2375,0.135,0.16899999999999998,a
2375,3,0.51,0.395,0.13,0.6025,0.281,0.14300000000000002,0.162,a
2376,3,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,a
2377,3,0.515,0.35,0.105,0.4745,0.213,0.12300000000000001,0.1275,a
2378,3,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,a
2379,3,0.515,0.39,0.125,0.5705,0.23800000000000002,0.1265,0.185,a
2380,3,0.52,0.41,0.145,0.6459999999999999,0.2965,0.1595,0.165,a
2381,3,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,a
2382,2,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,a
2383,3,0.525,0.39,0.12,0.664,0.3115,0.147,0.17800000000000002,a
2384,3,0.525,0.38,0.135,0.615,0.261,0.159,0.175,a
2385,3,0.525,0.4,0.14,0.654,0.305,0.16,0.16899999999999998,a
2386,2,0.525,0.4,0.155,0.7070000000000001,0.282,0.1605,0.225,a
2387,3,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,a
2388,3,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,a
2389,3,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,a
2390,3,0.53,0.42,0.13,0.8365,0.3745,0.16699999999999998,0.249,a
2391,3,0.535,0.4,0.13,0.657,0.2835,0.162,0.175,a
2392,3,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,a
2393,3,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,a
2394,3,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,a
2395,2,0.54,0.455,0.14,0.972,0.419,0.255,0.26899999999999996,a
2396,3,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,a
2397,3,0.54,0.425,0.13,0.7205,0.2955,0.16899999999999998,0.225,a
2398,3,0.54,0.425,0.135,0.6859999999999999,0.3475,0.1545,0.213,a
2399,3,0.545,0.4,0.13,0.6859999999999999,0.3285,0.1455,0.18,a
2400,3,0.545,0.375,0.12,0.5429999999999999,0.2375,0.1155,0.1725,a
2401,3,0.545,0.42,0.125,0.7170000000000001,0.358,0.11199999999999999,0.22,a
2402,2,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,a
2403,3,0.55,0.425,0.15,0.639,0.26899999999999996,0.1345,0.217,a
2404,3,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,a
2405,3,0.55,0.425,0.15,0.7665,0.33899999999999997,0.17600000000000002,0.21,a
2406,3,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,a
2407,3,0.555,0.435,0.14,0.765,0.3945,0.15,0.20600000000000002,a
2408,3,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,a
2409,3,0.56,0.445,0.15,0.8225,0.3685,0.187,0.23600000000000002,a
2410,3,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,a
2411,2,0.56,0.425,0.135,0.8490000000000001,0.3265,0.221,0.2645,a
2412,3,0.565,0.42,0.155,0.743,0.31,0.18600000000000003,0.231,a
2413,1,0.565,0.44,0.15,0.863,0.435,0.149,0.27,a
2414,2,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,a
2415,2,0.565,0.43,0.15,0.831,0.4245,0.1735,0.21899999999999997,a
2416,1,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,a
2417,2,0.57,0.45,0.14,0.795,0.3385,0.14800000000000002,0.245,a
2418,3,0.57,0.435,0.17,0.848,0.4,0.166,0.25,a
2419,3,0.57,0.43,0.145,0.833,0.354,0.14400000000000002,0.2815,a
2420,3,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,a
2421,2,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,a
2422,3,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,a
2423,1,0.575,0.47,0.155,1.1159999999999999,0.509,0.23800000000000002,0.34,a
2424,3,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,a
2425,2,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,a
2426,1,0.575,0.465,0.195,0.9965,0.41700000000000004,0.247,0.47,a
2427,3,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,a
2428,3,0.575,0.45,0.135,0.807,0.3615,0.17600000000000002,0.254,a
2429,1,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,a
2430,2,0.575,0.445,0.16,0.8390000000000001,0.4005,0.198,0.239,a
2431,1,0.58,0.435,0.15,0.8340000000000001,0.428,0.1515,0.23,a
2432,2,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,a
2433,2,0.58,0.43,0.13,0.7979999999999999,0.365,0.17300000000000001,0.2285,a
2434,3,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,a
2435,1,0.585,0.445,0.14,0.9129999999999999,0.4305,0.2205,0.253,a
2436,2,0.59,0.49,0.165,1.207,0.5589999999999999,0.235,0.309,a
2437,3,0.59,0.45,0.145,1.022,0.428,0.268,0.265,a
2438,3,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,a
2439,1,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,a
2440,2,0.595,0.45,0.14,0.838,0.3965,0.19399999999999998,0.217,a
2441,2,0.595,0.45,0.145,0.9590000000000001,0.46299999999999997,0.2065,0.2535,a
2442,3,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,a
2443,1,0.6,0.46,0.155,0.9735,0.42700000000000005,0.2045,0.3,a
2444,1,0.6,0.475,0.15,1.13,0.575,0.196,0.305,a
2445,2,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,a
2446,3,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,a
2447,1,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,a
2448,2,0.6,0.47,0.165,1.0590000000000002,0.504,0.24100000000000002,0.275,a
2449,2,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,a
2450,1,0.605,0.455,0.145,0.9775,0.46799999999999997,0.1775,0.275,a
2451,2,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,a
2452,3,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,a
2453,1,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,a
2454,1,0.605,0.47,0.155,0.9740000000000001,0.39299999999999996,0.22399999999999998,0.3345,a
2455,1,0.605,0.505,0.18,1.4340000000000002,0.7285,0.264,0.431,a
2456,2,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,a
2457,1,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,a
2458,2,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,a
2459,1,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,a
2460,3,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,a
2461,2,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,a
2462,1,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,a
2463,2,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,a
2464,2,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,a
2465,1,0.62,0.54,0.165,1.139,0.4995,0.2435,0.35700000000000004,a
2466,3,0.62,0.49,0.16,1.0659999999999998,0.446,0.24600000000000002,0.305,a
2467,3,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,a
2468,3,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,a
2469,1,0.62,0.48,0.175,1.0405,0.46399999999999997,0.2225,0.3,a
2470,2,0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325,a
2471,2,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,a
2472,2,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,a
2473,1,0.625,0.485,0.175,1.3619999999999999,0.6765,0.2615,0.3705,a
2474,3,0.625,0.485,0.15,1.044,0.43799999999999994,0.2865,0.278,a
2475,2,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,a
2476,1,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,a
2477,2,0.63,0.49,0.17,1.1745,0.5255,0.273,0.33899999999999997,a
2478,2,0.63,0.485,0.165,1.2329999999999999,0.6565,0.2315,0.3035,a
2479,2,0.63,0.495,0.175,1.2695,0.605,0.271,0.32799999999999996,a
2480,1,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,a
2481,1,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,a
2482,1,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,a
2483,2,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,a
2484,2,0.64,0.525,0.185,1.7069999999999999,0.763,0.4205,0.4435,a
2485,2,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,a
2486,2,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,a
2487,2,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,a
2488,2,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,a
2489,1,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,a
2490,2,0.645,0.5,0.175,1.3375,0.5539999999999999,0.308,0.415,a
2491,1,0.645,0.51,0.19,1.3630000000000002,0.573,0.36200000000000004,0.36,a
2492,2,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,a
2493,1,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,a
2494,2,0.65,0.505,0.19,1.274,0.59,0.23,0.391,a
2495,2,0.65,0.525,0.185,1.4880000000000002,0.665,0.337,0.37799999999999995,a
2496,2,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,a
2497,2,0.655,0.55,0.18,1.274,0.586,0.281,0.365,a
2498,1,0.655,0.51,0.15,1.043,0.4795,0.223,0.305,a
2499,1,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,a
2500,2,0.66,0.5,0.165,1.3195,0.667,0.26899999999999996,0.341,a
2501,2,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,a
2502,2,0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,a
2503,2,0.665,0.505,0.16,1.2890000000000001,0.6145,0.253,0.3665,a
2504,1,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,a
2505,2,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,a
2506,2,0.67,0.52,0.165,1.39,0.711,0.2865,0.3,a
2507,1,0.67,0.55,0.155,1.5659999999999998,0.858,0.33899999999999997,0.354,a
2508,1,0.67,0.54,0.195,1.619,0.74,0.3305,0.465,a
2509,1,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,a
2510,2,0.68,0.52,0.195,1.4535,0.5920000000000001,0.391,0.4125,a
2511,1,0.68,0.51,0.2,1.6075,0.7140000000000001,0.33899999999999997,0.4705,a
2512,2,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,a
2513,1,0.685,0.565,0.175,1.6380000000000001,0.7775,0.375,0.43799999999999994,a
2514,2,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,a
2515,1,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,a
2516,2,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,a
2517,1,0.71,0.54,0.205,1.5805,0.802,0.287,0.435,a
2518,2,0.71,0.56,0.22,2.015,0.9215,0.45399999999999996,0.5660000000000001,a
2519,2,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,a
2520,1,0.72,0.525,0.18,1.445,0.631,0.3215,0.435,a
2521,1,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,a
2522,2,0.735,0.59,0.215,1.7469999999999999,0.7275,0.40299999999999997,0.557,a
2523,1,0.75,0.565,0.215,1.9380000000000002,0.7735,0.4825,0.575,a
2524,1,0.375,0.27,0.135,0.597,0.272,0.131,0.1675,a
2525,2,0.39,0.28,0.125,0.564,0.3035,0.0955,0.14300000000000002,a
2526,3,0.435,0.3,0.12,0.5965,0.259,0.139,0.1645,a
2527,2,0.445,0.32,0.12,0.414,0.19899999999999998,0.09,0.11699999999999999,a
2528,3,0.455,0.325,0.135,0.82,0.4005,0.1715,0.21100000000000002,a
2529,3,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,a
2530,3,0.465,0.325,0.14,0.7615,0.36200000000000004,0.1535,0.209,a
2531,2,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,a
2532,3,0.485,0.365,0.105,0.5205,0.195,0.12300000000000001,0.182,a
2533,2,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,a
2534,3,0.485,0.345,0.16,0.8690000000000001,0.3085,0.185,0.319,a
2535,1,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,a
2536,2,0.5,0.37,0.15,1.0615,0.494,0.223,0.29600000000000004,a
2537,2,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,a
2538,2,0.515,0.395,0.135,1.0070000000000001,0.47200000000000003,0.2495,0.252,a
2539,2,0.525,0.365,0.17,0.9605,0.43799999999999994,0.2225,0.276,a
2540,2,0.525,0.38,0.125,0.65,0.303,0.155,0.159,a
2541,2,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,a
2542,1,0.535,0.425,0.135,0.7709999999999999,0.3765,0.1815,0.1795,a
2543,3,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,a
2544,3,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228,a
2545,1,0.545,0.415,0.2,1.358,0.5670000000000001,0.318,0.40299999999999997,a
2546,1,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,a
2547,1,0.55,0.38,0.165,1.205,0.5429999999999999,0.294,0.3345,a
2548,2,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,a
2549,2,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,a
2550,2,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,a
2551,3,0.575,0.45,0.13,0.8145,0.40299999999999997,0.1715,0.213,a
2552,1,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,a
2553,2,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,a
2554,3,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,a
2555,2,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,a
2556,2,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,a
2557,2,0.605,0.475,0.175,1.2525,0.5575,0.3055,0.34299999999999997,a
2558,2,0.605,0.475,0.15,1.15,0.575,0.23199999999999998,0.297,a
2559,1,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,a
2560,1,0.615,0.455,0.145,1.1155,0.5045,0.23800000000000002,0.315,a
2561,2,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,a
2562,2,0.625,0.495,0.175,1.254,0.5815,0.28600000000000003,0.3185,a
2563,2,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,a
2564,2,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,a
2565,1,0.635,0.475,0.15,1.1845,0.5329999999999999,0.307,0.29100000000000004,a
2566,1,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,a
2567,2,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,a
2568,2,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,a
2569,2,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,a
2570,1,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,a
2571,2,0.655,0.545,0.19,1.4245,0.6325,0.33299999999999996,0.37799999999999995,a
2572,1,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,a
2573,1,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,a
2574,1,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,a
2575,1,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,a
2576,2,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,a
2577,1,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,a
2578,2,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,a
2579,2,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,a
2580,3,0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036000000000000004,a
2581,3,0.35,0.265,0.08,0.2,0.09,0.042,0.06,a
2582,3,0.365,0.275,0.085,0.223,0.098,0.0375,0.075,a
2583,3,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,a
2584,3,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,a
2585,3,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,a
2586,3,0.415,0.31,0.095,0.311,0.1125,0.0625,0.115,a
2587,3,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135,a
2588,3,0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,a
2589,3,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,a
2590,3,0.435,0.33,0.11,0.38,0.1515,0.0945,0.11,a
